Dates,Current Year Level (m),Last Year Level (m),Last 10 Year Average Level (m),Full Reservoir Level (m),Last 10 Year Average Storage (BCM),Last Year Storage (BCM),Current Year Storage (BCM)
"27-Mar-2012",744.99,747.14,742.453,752.5,0.3073,0.585,0.412
"28-Mar-2012",744.83,747.06,742.351,752.5,0.3023,0.577,0.401
"29-Mar-2012",744.67,746.98,742.253,752.5,0.2968,0.57,0.39
"30-Mar-2012",744.52,746.87,742.102,752.5,0.2912,0.561,0.379
"31-Mar-2012",744.31,746.77,742.053,752.5,0.2856,0.552,0.367
"01-Apr-2012",744.19,746.66,741.959,752.5,0.2803,0.544,0.356
"02-Apr-2012",744.03,746.56,741.883,752.5,0.276,0.535,0.345
"03-Apr-2012",743.86,746.44,741.83,752.5,0.2714,0.525,0.333
"04-Apr-2012",743.69,746.32,741.714,752.5,0.2647,0.515,0.322
"05-Apr-2012",743.52,746.2,741.63,752.5,0.26,0.505,0.311
"06-Apr-2012",743.35,746.07,741.54,752.5,0.2543,0.495,0.3
"07-Apr-2012",743.17,745.95,741.447,752.5,0.2485,0.485,0.289
"08-Apr-2012",743,745.82,741.354,752.5,0.2429,0.475,0.279
"09-Apr-2012",742.83,745.71,741.277,752.5,0.2379,0.466,0.268
"10-Apr-2012",742.66,745.69,741.219,752.5,0.2343,0.465,0.258
"11-Apr-2012",742.5,745.67,740.766,752.5,0.2312,0.463,0.249
"12-Apr-2012",742.36,745.65,741.106,752.5,0.2278,0.462,0.241
"13-Apr-2012",742.22,745.64,741.052,752.5,0.2246,0.461,0.233
"14-Apr-2012",742.08,745.63,741.003,752.5,0.2219,0.461,0.225
"15-Apr-2012",741.94,745.63,740.954,752.5,0.2189,0.46,0.217
"16-Apr-2012",741.91,745.63,740.915,752.5,0.2161,0.46,0.209
"17-Apr-2012",741.67,745.64,740.848,752.5,0.2133,0.461,0.202
"18-Apr-2012",741.55,745.66,740.793,752.5,0.2105,0.463,0.195
"19-Apr-2012",741.45,745.63,740.72,752.5,0.206,0.46,0.19
"20-Apr-2012",741.4,745.53,740.632,752.5,0.2032,0.453,0.187
"21-Apr-2012",741.37,745.44,740.562,752.5,0.1996,0.446,0.186
"22-Apr-2012",741.35,745.4,740.488,752.5,0.1963,0.443,0.185
"23-Apr-2012",741.33,745.46,740.43,752.5,0.194,0.447,0.184
"24-Apr-2012",741.3,745.55,740.384,752.5,0.192,0.454,0.182
"25-Apr-2012",741.28,745.66,740.377,752.5,0.1904,0.462,0.181
"26-Apr-2012",741.28,745.72,740.378,752.5,0.1887,0.467,0.181
"27-Apr-2012",741.31,745.75,740.347,752.5,0.1871,0.47,0.183
"28-Apr-2012",741.31,745.78,740.334,752.5,0.1862,0.472,0.183
"29-Apr-2012",741.31,745.8,740.331,752.5,0.1861,0.474,0.183
"30-Apr-2012",741.31,745.82,740.331,752.5,0.1862,0.475,0.183
"01-May-2012",741.5,745.77,740.248,752.5,0.1835,0.471,0.193
"02-May-2012",741.53,745.72,740.259,752.5,0.1814,0.467,0.194
"03-May-2012",741.56,745.66,740.125,752.5,0.1792,0.463,0.196
"04-May-2012",741.58,745.59,740.031,752.5,0.1757,0.457,0.197
"05-May-2012",741.59,745.5,740.033,752.5,0.1733,0.451,0.197
"06-May-2012",741.59,745.41,739.973,752.5,0.1703,0.444,0.197
"07-May-2012",741.44,745.29,739.848,752.5,0.1669,0.434,0.19
"08-May-2012",741.27,745.15,739.74,752.5,0.1625,0.424,0.18
"09-May-2012",741.05,745.01,739.582,752.5,0.1579,0.414,0.17
"10-May-2012",740.83,744.86,739.551,752.5,0.1533,0.403,0.158
"11-May-2012",740.63,744.71,739.475,752.5,0.1488,0.392,0.147
"12-May-2012",740.38,744.57,739.444,752.5,0.1448,0.382,0.136
"13-May-2012",740.17,744.41,739.404,752.5,0.1409,0.37,0.126
"14-May-2012",739.97,744.24,739.323,752.5,0.1375,0.359,0.117
"15-May-2012",739.77,744,739.236,752.5,0.1334,0.349,0.108
"16-May-2012",739.58,743.93,739.268,752.5,0.1296,0.338,0.1
"17-May-2012",739.35,743.78,739.197,752.5,0.1261,0.329,0.089
"18-May-2012",739.35,743.63,739.171,752.5,0.1239,0.318,0.089
"19-May-2012",739.36,743.48,738.995,752.5,0.121,0.308,0.09
"20-May-2012",739.37,743.42,738.986,752.5,0.1197,0.304,0.09
"21-May-2012",739.28,743.32,738.952,752.5,0.1175,0.299,0.086
"22-May-2012",739.08,743.19,738.902,752.5,0.1142,0.291,0.078
"23-May-2012",738.87,743.06,738.846,752.5,0.111,0.282,0.07
"24-May-2012",738.66,742.92,738.782,752.5,0.1083,0.274,0.061
"25-May-2012",738.42,742.77,738.689,752.5,0.1045,0.265,0.051
"26-May-2012",738.17,742.69,738.633,752.5,0.1024,0.26,0.041
"27-May-2012",737.9,742.63,738.553,752.5,0.098,0.256,0.031
"28-May-2012",737.62,742.59,738.491,752.5,0.0952,0.254,0.021
"29-May-2012",737.34,742.55,738.421,752.5,0.0925,0.252,0.011
"30-May-2012",737.07,742.51,738.363,752.5,0.0903,0.25,0.002
"31-May-2012",736.8,742.48,738.43,752.5,0.0941,0.248,0
"01-Jun-2012",736.63,742.49,738.528,752.5,0.0999,0.248,0
"02-Jun-2012",736.47,742.49,738.604,752.5,0.1048,0.248,0
"03-Jun-2012",736.47,742.5,738.647,752.5,0.1084,0.249,0
"04-Jun-2012",736.48,742.47,738.579,752.5,0.1108,0.252,0
"05-Jun-2012",736.47,742.59,738.725,752.5,0.1127,0.254,0
"06-Jun-2012",736.47,742.64,738.754,752.5,0.1141,0.257,0
"07-Jun-2012",736.48,742.71,738.759,752.5,0.1152,0.261,0
"08-Jun-2012",736.48,742.87,738.78,752.5,0.1163,0.271,0
"09-Jun-2012",736.48,742.87,738.773,752.5,0.1161,0.271,0
"10-Jun-2012",736.48,742.87,738.763,752.5,0.1155,0.271,0
"11-Jun-2012",736.48,743.21,738.839,752.5,0.1172,0.292,0
"12-Jun-2012",736.49,743.3,738.944,752.5,0.1196,0.297,0
"13-Jun-2012",736.5,743.42,738.935,752.5,0.1217,0.305,0
"14-Jun-2012",736.5,743.6,739.028,752.5,0.1259,0.317,0
"15-Jun-2012",736.5,743.72,739.043,752.5,0.1298,0.324,0
"16-Jun-2012",736.5,743.81,739.136,752.5,0.135,0.33,0
"17-Jun-2012",736.5,743.92,739.256,752.5,0.1431,0.338,0
"18-Jun-2012",736.51,744,739.379,752.5,0.1502,0.343,0
"19-Jun-2012",736.52,744.1,739.482,752.5,0.1574,0.349,0
"20-Jun-2012",736.55,744.41,739.594,752.5,0.1653,0.371,0
"21-Jun-2012",736.57,744.41,739.67,752.5,0.1701,0.371,0
"22-Jun-2012",736.62,744.41,739.518,752.5,0.1732,0.371,0
"23-Jun-2012",736.7,744.65,739.919,752.5,0.1777,0.388,0
"24-Jun-2012",736.77,744.68,740.141,752.5,0.182,0.39,0
"25-Jun-2012",736.86,744.71,740.653,752.5,0.1922,0.392,0
"26-Jun-2012",736.97,744.74,740.913,752.5,0.2003,0.394,0
"27-Jun-2012",737.08,744.77,741.079,752.5,0.2067,0.396,0.002
"28-Jun-2012",737.18,744.79,741.174,752.5,0.2115,0.398,0.006
"29-Jun-2012",737.32,745.04,741.273,752.5,0.2163,0.416,0.01
"30-Jun-2012",737.46,745.29,741.403,752.5,0.2246,0.435,0.015
"01-Jul-2012",737.47,745.37,741.637,752.5,0.2354,0.441,0.016
"02-Jul-2012",737.24,745.37,741.767,752.5,0.2496,0.441,0.008
"03-Jul-2012",737.05,745.37,742.082,752.5,0.2681,0.441,0.001
"04-Jul-2012",736.95,745.37,742.35,752.5,0.2902,0.441,0
"05-Jul-2012",737.47,745.37,742.898,752.5,0.3187,0.441,0.016
"06-Jul-2012",738.02,745.35,743.249,752.5,0.3423,0.439,0.036
"07-Jul-2012",738.39,745.35,743.622,752.5,0.3641,0.439,0.05
"08-Jul-2012",738.43,745.35,743.792,752.5,0.3798,0.439,0.052
"09-Jul-2012",738.39,745.39,744.079,752.5,0.3966,0.442,0.05
"10-Jul-2012",738.28,745.41,744.268,752.5,0.4128,0.443,0.046
"11-Jul-2012",738.17,745.41,744.434,752.5,0.4304,0.444,0.042
"12-Jul-2012",738.09,745.37,744.616,752.5,0.4465,0.441,0.038
"13-Jul-2012",738.01,745.29,744.687,752.5,0.4537,0.434,0.035
"14-Jul-2012",737.93,745.22,744.739,752.5,0.4598,0.429,0.032
"15-Jul-2012",737.87,745.24,744.802,752.5,0.4686,0.431,0.03
"16-Jul-2012",737.81,745.44,744.806,752.5,0.4745,0.446,0.028
"17-Jul-2012",737.75,745.8,745.024,752.5,0.4896,0.474,0.026
"18-Jul-2012",737.69,746.28,745.283,752.5,0.5082,0.512,0.024
"19-Jul-2012",737.65,746.9,745.61,752.5,0.5303,0.563,0.022
"20-Jul-2012",737.61,747.49,745.855,752.5,0.555,0.616,0.021
"21-Jul-2012",737.56,747.49,745.955,752.5,0.5666,0.616,0.019
"22-Jul-2012",737.5,747.49,746.005,752.5,0.5725,0.616,0.017
"23-Jul-2012",737.45,748.61,746.156,752.5,0.5871,0.721,0.015
"24-Jul-2012",737.42,748.89,746.204,752.5,0.5926,0.748,0.014
"25-Jul-2012",737.4,749.19,746.286,752.5,0.599,0.779,0.013
"26-Jul-2012",737.38,749.59,746.412,752.5,0.6091,0.82,0.013
"27-Jul-2012",737.36,749.83,746.576,752.5,0.6234,0.852,0.012
"28-Jul-2012",737.34,750.02,746.743,752.5,0.6379,0.867,0.011
"29-Jul-2012",737.4,750.08,746.937,752.5,0.6537,0.873,0.013
"30-Jul-2012",737.54,750.15,747.238,752.5,0.6774,0.881,0.018
"31-Jul-2012",737.81,750.19,747.609,752.5,0.7032,0.885,0.028
"01-Aug-2012",738.05,750.21,747.74,752.5,0.7224,0.887,0.037
"02-Aug-2012",738.23,750.3,747.935,752.5,0.7354,0.898,0.044
"03-Aug-2012",738.42,750.35,747.99,752.5,0.7391,0.903,0.051
"04-Aug-2012",738.55,750.57,748.092,752.5,0.7485,0.928,0.056
"05-Aug-2012",738.65,750.88,748.296,752.5,0.768,0.964,0.06
"06-Aug-2012",738.74,751.19,748.541,752.5,0.7932,1,0.064
"07-Aug-2012",739.21,751.45,748.813,752.5,0.82,1.031,0.083
"08-Aug-2012",740.83,751.65,749.101,752.5,0.84,1.055,0.158
"09-Aug-2012",741.81,751.77,749.265,752.5,0.8536,1.071,0.215
"10-Aug-2012",742.79,751.83,749.442,752.5,0.865,1.078,0.272
"11-Aug-2012",743.78,751.97,749.558,752.5,0.8712,1.095,0.328
"12-Aug-2012",744.33,752.06,749.739,752.5,0.8908,1.106,0.365
"13-Aug-2012",744.79,752.11,749.856,752.5,0.9034,1.113,0.398
"14-Aug-2012",745.28,752.21,749.934,752.5,0.885,1.126,0.434
"15-Aug-2012",745.6,752.32,749.973,752.5,0.8894,1.139,0.458
"16-Aug-2012",745.8,752.44,750.01,752.5,0.8934,1.155,0.474
"17-Aug-2012",745.93,752.5,750.044,752.5,0.8967,1.163,0.484
"18-Aug-2012",745.91,752.45,750.043,752.5,0.898,1.157,0.482
"19-Aug-2012",745.85,752.45,750.05,752.5,0.8997,1.157,0.477
"20-Aug-2012",745.79,752.33,750.049,752.5,0.9266,1.141,0.473
"21-Aug-2012",745.73,752.25,750.045,752.5,0.9269,1.13,0.468
"22-Aug-2012",745.65,752.22,750.037,752.5,0.9262,1.126,0.462
"23-Aug-2012",745.54,752.24,750.063,752.5,0.9269,1.129,0.453
"24-Aug-2012",745.48,752.22,750.134,752.5,0.9301,1.128,0.449
"25-Aug-2012",745.43,752.21,750.169,752.5,0.9326,1.126,0.445
"26-Aug-2012",745.36,752.2,750.216,752.5,0.9352,1.124,0.44
"27-Aug-2012",745.31,752.18,750.254,752.5,0.9358,1.121,0.436
"28-Aug-2012",745.35,752.15,750.281,752.5,0.939,1.118,0.439
"29-Aug-2012",745.4,752.14,750.298,752.5,0.9385,1.117,0.443
"30-Aug-2012",745.44,752.1,750.292,752.5,0.9378,1.112,0.447
"31-Aug-2012",745.66,752.13,750.322,752.5,0.9395,1.116,0.463
"01-Sep-2012",745.96,752.26,750.379,752.5,0.9447,1.131,0.487
"02-Sep-2012",746.24,752.33,750.425,752.5,0.9479,1.141,0.508
"03-Sep-2012",746.5,752.3,750.438,752.5,0.9484,1.137,0.53
"04-Sep-2012",746.77,752.33,750.456,752.5,0.9498,1.141,0.552
"05-Sep-2012",747.1,752.3,750.477,752.5,0.9514,1.137,0.581
"06-Sep-2012",747.41,752.26,750.498,752.5,0.9528,1.133,0.608
"07-Sep-2012",747.61,752.18,750.509,752.5,0.954,1.122,0.626
"08-Sep-2012",747.61,752.1,750.509,752.5,0.9543,1.112,0.626
"09-Sep-2012",747.61,752.13,750.503,752.5,0.9534,1.116,0.626
"10-Sep-2012",747.61,752.15,750.505,752.5,0.9543,1.119,0.626
"11-Sep-2012",748.04,752.16,750.547,752.5,0.9596,1.119,0.666
"12-Sep-2012",748.1,752.18,750.564,752.5,0.9605,1.122,0.672
"13-Sep-2012",748.14,752.22,750.565,752.5,0.9608,1.127,0.675
"14-Sep-2012",748.17,752.21,750.556,752.5,0.9586,1.126,0.678
"15-Sep-2012",748.18,752.19,750.53,752.5,0.9577,1.123,0.679
"16-Sep-2012",748.18,752.16,750.516,752.5,0.9566,1.12,0.678
"17-Sep-2012",748.17,752.19,750.504,752.5,0.956,1.123,0.678
"18-Sep-2012",748.16,752.24,750.494,752.5,0.9564,1.13,0.677
"19-Sep-2012",748.14,752.26,750.493,752.5,0.9563,1.131,0.675
"20-Sep-2012",748.13,752.27,750.482,752.5,0.9562,1.133,0.674
"21-Sep-2012",748.13,752.28,750.489,752.5,0.9547,1.135,0.675
"22-Sep-2012",748.11,752.26,750.43,752.5,0.9524,1.133,0.673
"23-Sep-2012",748.09,752.23,750.417,752.5,0.951,1.129,0.67
"24-Sep-2012",748.04,752.19,750.385,752.5,0.9491,1.124,0.666
"25-Sep-2012",747.99,752.15,750.371,752.5,0.9458,1.118,0.661
"26-Sep-2012",747.94,752.1,750.352,752.5,0.9467,1.111,0.656
"27-Sep-2012",747.88,752.03,750.32,752.5,0.944,1.103,0.651
"28-Sep-2012",747.85,751.95,750.283,752.5,0.9406,1.093,0.648
"29-Sep-2012",747.86,751.86,750.243,752.5,0.9366,1.081,0.649
"30-Sep-2012",747.84,751.77,750.192,752.5,0.9317,1.07,0.647
"01-Oct-2012",747.77,751.69,750.132,752.5,0.9247,1.06,0.64
"02-Oct-2012",747.7,751.66,750.124,752.5,0.9209,1.057,0.634
"03-Oct-2012",747.62,751.66,750.123,752.5,0.9207,1.057,0.627
"04-Oct-2012",747.62,751.65,750.162,752.5,0.9226,1.054,0.627
"05-Oct-2012",747.62,751.6,750.189,752.5,0.9235,1.049,0.627
"06-Oct-2012",747.01,751.53,750.153,752.5,0.9188,1.041,0.573
"07-Oct-2012",746.71,751.47,750.146,752.5,0.9164,1.033,0.547
"08-Oct-2012",746.52,751.4,750.139,752.5,0.9155,1.025,0.532
"09-Oct-2012",746.43,751.33,750.137,752.5,0.9147,1.017,0.526
"10-Oct-2012",746.49,751.33,750.156,752.5,0.9161,1.017,0.529
"11-Oct-2012",746.48,751.34,750.162,752.5,0.9163,1.018,0.528
"12-Oct-2012",746.46,751.46,750.165,752.5,0.9163,1.032,0.527
"13-Oct-2012",746.43,751.65,750.179,752.5,0.917,1.055,0.524
"14-Oct-2012",746.45,751.75,750.236,752.5,0.9226,1.068,0.526
"15-Oct-2012",746.63,751.81,750.272,752.5,0.9272,1.076,0.54
"16-Oct-2012",746.81,751.89,750.331,752.5,0.9324,1.085,0.556
"17-Oct-2012",747,751.95,750.379,752.5,0.9368,1.093,0.572
"18-Oct-2012",747.14,751.97,750.412,752.5,0.9398,1.095,0.584
"19-Oct-2012",747.22,751.96,750.44,752.5,0.9438,1.094,0.592
"20-Oct-2012",747.29,751.93,750.485,752.5,0.9485,1.09,0.598
"21-Oct-2012",747.37,751.92,750.533,752.5,0.9519,1.089,0.605
"22-Oct-2012",747.44,751.94,750.562,752.5,0.9535,1.091,0.611
"23-Oct-2012",747.5,751.92,750.607,752.5,0.9565,1.089,0.617
"24-Oct-2012",747.55,751.93,750.611,752.5,0.9568,1.09,0.621
"25-Oct-2012",747.53,752.03,750.604,752.5,0.9561,1.102,0.619
"26-Oct-2012",747.48,752.14,750.618,752.5,0.9574,1.117,0.614
"27-Oct-2012",747.41,752.21,750.595,752.5,0.9555,1.126,0.608
"28-Oct-2012",747.31,752.23,750.576,752.5,0.9538,1.129,0.599
"29-Oct-2012",747.2,752.22,750.543,752.5,0.9494,1.127,0.59
"30-Oct-2012",747.2,752.2,750.51,752.5,0.9469,1.124,0.59
"31-Oct-2012",747,752.18,750.489,752.5,0.9458,1.122,0.57
"01-Nov-2012",746.64,752.16,750.416,752.5,0.942,1.12,0.568
"02-Nov-2012",747.01,752.15,750.426,752.5,0.9402,1.118,0.573
"03-Nov-2012",747.11,752.22,750.406,752.5,0.9399,1.128,0.582
"04-Nov-2012",747.19,752.48,750.429,752.5,0.9411,1.16,0.588
"05-Nov-2012",747.24,752.45,750.4,752.5,0.9391,1.157,0.594
"06-Nov-2012",747.29,752.48,750.389,752.5,0.9379,1.16,0.598
"07-Nov-2012",747.3,752.49,750.336,752.5,0.9328,1.162,0.599
"08-Nov-2012",747.3,752.5,750.328,752.5,0.9326,1.163,0.599
"09-Nov-2012",747.3,752.5,750.324,752.5,0.9321,1.163,0.599
"10-Nov-2012",747.14,752.48,750.312,752.5,0.9312,1.161,0.584
"11-Nov-2012",746.94,752.44,750.262,752.5,0.928,1.156,0.577
"12-Nov-2012",746.59,752.39,750.194,752.5,0.9247,1.149,0.57
"13-Nov-2012",746.48,752.34,750.144,752.5,0.921,1.143,0.562
"14-Nov-2012",746.4,752.29,750.104,752.5,0.9146,1.137,0.555
"15-Nov-2012",746.31,752.25,750.063,752.5,0.9105,1.13,0.548
"16-Nov-2012",746.26,752.19,750.006,752.5,0.9051,1.124,0.538
"17-Nov-2012",746.16,752.14,749.947,752.5,0.899,1.116,0.528
"18-Nov-2012",746.06,752.08,749.867,752.5,0.8935,1.109,0.518
"19-Nov-2012",746.04,752.02,749.791,752.5,0.8879,1.101,0.508
"20-Nov-2012",746,751.96,749.737,752.5,0.8817,1.094,0.498
"21-Nov-2012",745.98,751.88,749.732,752.5,0.8754,1.084,0.488
"22-Nov-2012",745.98,751.82,749.682,752.5,0.871,1.076,0.488
"23-Nov-2012",745.98,751.77,749.637,752.5,0.8668,1.07,0.488
"24-Nov-2012",745.58,751.71,749.556,752.5,0.8595,1.062,0.456
"25-Nov-2012",745.45,751.65,749.506,752.5,0.8552,1.056,0.447
"26-Nov-2012",745.34,751.59,749.456,752.5,0.8509,1.049,0.438
"27-Nov-2012",745.24,751.55,749.406,752.5,0.8468,1.044,0.431
"28-Nov-2012",745.15,751.54,749.36,752.5,0.8426,1.042,0.424
"29-Nov-2012",745.05,751.54,749.308,752.5,0.8392,1.042,0.417
"30-Nov-2012",744.94,751.57,749.285,752.5,0.8366,1.046,0.409
"01-Dec-2012",744.83,751.57,749.236,752.5,0.8336,1.046,0.401
"02-Dec-2012",744.71,751.55,749.194,752.5,0.83,1.043,0.392
"03-Dec-2012",744.58,751.51,749.143,752.5,0.8254,1.039,0.383
"04-Dec-2012",744.45,751.48,749.093,752.5,0.8209,1.035,0.373
"05-Dec-2012",744.35,751.45,749.047,752.5,0.8174,1.032,0.367
"06-Dec-2012",744.26,751.42,749.016,752.5,0.8137,1.027,0.361
"07-Dec-2012",744.08,751.38,748.954,752.5,0.8094,1.023,0.348
"08-Dec-2012",743.57,751.34,748.87,752.5,0.8032,1.018,0.314
"09-Dec-2012",743.02,751.3,748.783,752.5,0.7969,1.013,0.28
"10-Dec-2012",742.67,751.26,748.723,752.5,0.7922,1.009,0.259
"11-Dec-2012",742.5,751.23,748.678,752.5,0.7888,1.005,0.249
"12-Dec-2012",742.37,751.2,748.631,752.5,0.7853,1.001,0.241
"13-Dec-2012",742.22,751.16,748.59,752.5,0.7812,0.996,0.233
"14-Dec-2012",742.07,751.13,748.542,752.5,0.7768,0.992,0.224
"15-Dec-2012",741.93,751.1,748.493,752.5,0.7731,0.989,0.216
"16-Dec-2012",741.79,751.07,748.442,752.5,0.7688,0.986,0.208
"17-Dec-2012",741.64,751.04,748.388,752.5,0.7642,0.982,0.2
"18-Dec-2012",741.5,751,748.289,752.5,0.7596,0.977,0.193
"19-Dec-2012",741.37,750.96,748.27,752.5,0.7554,0.972,0.186
"20-Dec-2012",741.37,750.92,748.251,752.5,0.7527,0.968,0.186
"21-Dec-2012",741.37,750.87,748.219,752.5,0.7506,0.962,0.186
"22-Dec-2012",740.98,750.82,748.16,752.5,0.7462,0.956,0.166
"23-Dec-2012",740.86,750.77,748.129,752.5,0.7437,0.951,0.16
"24-Dec-2012",740.73,750.75,748.119,752.5,0.741,0.948,0.153
"25-Dec-2012",740.61,750.71,748.046,752.5,0.7385,0.943,0.147
"26-Dec-2012",740.49,750.66,748.045,752.5,0.7364,0.938,0.141
"27-Dec-2012",740.37,750.62,748.016,752.5,0.734,0.934,0.136
"28-Dec-2012",740.25,750.58,747.991,752.5,0.7315,0.93,0.13
"29-Dec-2012",740.25,750.55,747.992,752.5,0.7303,0.926,0.13
"30-Dec-2012",740.25,750.51,747.972,752.5,0.73,0.921,0.13
"31-Dec-2012",740.25,750.48,747.942,752.5,0.7302,0.917,0.13
"01-Jan-2013",739.7,750.53,747.943,752.5,0.7293,0.923,0.105
"02-Jan-2013",739.74,750.55,747.957,752.5,0.731,0.926,0.106
"03-Jan-2013",739.75,750.6,747.961,752.5,0.7327,0.932,0.107
"04-Jan-2013",739.78,750.63,747.993,752.5,0.7334,0.935,0.108
"05-Jan-2013",739.79,750.66,747.978,752.5,0.733,0.937,0.109
"06-Jan-2013",739.8,750.67,747.975,752.5,0.733,0.94,0.11
"07-Jan-2013",739.82,750.7,747.925,752.5,0.7322,0.942,0.11
"08-Jan-2013",739.83,750.72,747.961,752.5,0.7313,0.945,0.111
"09-Jan-2013",739.85,750.74,747.944,752.5,0.7295,0.947,0.111
"10-Jan-2013",739.86,750.76,747.923,752.5,0.7274,0.949,0.112
"11-Jan-2013",739.87,750.77,747.899,752.5,0.7249,0.951,0.112
"12-Jan-2013",739.78,750.74,747.853,752.5,0.7199,0.947,0.109
"13-Jan-2013",739.59,750.71,747.75,752.5,0.7109,0.944,0.1
"14-Jan-2013",739.4,750.69,747.683,752.5,0.7049,0.941,0.092
"15-Jan-2013",739.31,750.62,747.605,752.5,0.6979,0.933,0.088
"16-Jan-2013",739.32,750.54,747.522,752.5,0.6909,0.924,0.088
"17-Jan-2013",739.32,750.46,747.437,752.5,0.6835,0.915,0.088
"18-Jan-2013",739.32,750.37,747.376,752.5,0.677,0.906,0.088
"19-Jan-2013",739.32,750.31,747.239,752.5,0.6705,0.899,0.088
"20-Jan-2013",739.31,750.26,747.258,752.5,0.6648,0.893,0.088
"21-Jan-2013",739.32,750.22,747.216,752.5,0.6596,0.888,0.088
"22-Jan-2013",739.32,750.13,747.155,752.5,0.6541,0.879,0.088
"23-Jan-2013",739.31,750.05,747.07,752.5,0.6488,0.87,0.088
"24-Jan-2013",739.31,749.98,746.995,752.5,0.6438,0.862,0.088
"25-Jan-2013",739.31,749.91,746.93,752.5,0.6382,0.854,0.088
"26-Jan-2013",739.3,749.84,746.876,752.5,0.632,0.847,0.087
"27-Jan-2013",739.3,749.76,746.887,752.5,0.627,0.839,0.087
"28-Jan-2013",739.3,749.69,746.842,752.5,0.6226,0.831,0.087
"29-Jan-2013",739.29,749.62,746.793,752.5,0.618,0.824,0.087
"30-Jan-2013",739.29,749.56,746.748,752.5,0.6136,0.817,0.087
"31-Jan-2013",739.29,749.49,746.709,752.5,0.6096,0.81,0.087
"01-Feb-2013",739.28,749.42,746.666,752.5,0.6053,0.802,0.086
"02-Feb-2013",739.28,749.35,746.622,752.5,0.6011,0.795,0.086
"03-Feb-2013",739.27,749.27,746.583,752.5,0.5973,0.787,0.086
"04-Feb-2013",739.27,749.2,746.547,752.5,0.5938,0.779,0.086
"05-Feb-2013",739.26,749.12,746.504,752.5,0.5898,0.771,0.086
"06-Feb-2013",739.26,749.06,746.464,752.5,0.5863,0.765,0.086
"07-Feb-2013",739.26,749,746.418,752.5,0.582,0.759,0.086
"08-Feb-2013",739.25,748.91,746.359,752.5,0.5768,0.75,0.085
"09-Feb-2013",739.25,748.82,746.219,752.5,0.572,0.741,0.085
"10-Feb-2013",739.17,748.79,746.248,752.5,0.5671,0.738,0.082
"11-Feb-2013",739.06,748.79,746.13,752.5,0.5624,0.738,0.077
"12-Feb-2013",738.93,748.79,746.115,752.5,0.5566,0.738,0.072
"13-Feb-2013",738.77,748.79,746.03,752.5,0.5497,0.738,0.065
"14-Feb-2013",738.61,748.68,745.938,752.5,0.5419,0.727,0.059
"15-Feb-2013",738.311,748.66,745.8401,752.5,0.5348,0.726,0.047
"16-Feb-2013",738.17,748.64,745.769,752.5,0.5291,0.723,0.042
"17-Feb-2013",738.08,748.55,745.669,752.5,0.5207,0.714,0.038
"18-Feb-2013",737.96,748.45,745.575,752.5,0.5129,0.704,0.034
"19-Feb-2013",737.76,748.34,745.473,752.5,0.5061,0.694,0.026
"20-Feb-2013",737.63,748.23,745.379,752.5,0.497,0.684,0.021
"21-Feb-2013",737.59,748.12,745.297,752.5,0.4905,0.673,0.02
"22-Feb-2013",737.57,748,745.214,752.5,0.4833,0.662,0.019
"23-Feb-2013",737.56,747.89,745.043,752.5,0.4756,0.652,0.019
"24-Feb-2013",737.55,747.77,745.005,752.5,0.4683,0.641,0.018
"25-Feb-2013",737.54,747.66,744.95,752.5,0.4612,0.63,0.018
"26-Feb-2013",737.53,747.54,744.872,752.5,0.4549,0.62,0.018
"27-Feb-2013",737.52,747.42,744.802,752.5,0.4496,0.609,0.018
"28-Feb-2013",737.52,747.31,744.735,752.5,0.4444,0.599,0.017
"01-Mar-2013",737.51,747.08,744.646,752.5,0.437,0.579,0.017
"02-Mar-2013",737.5,746.97,744.578,752.5,0.4314,0.569,0.017
"03-Mar-2013",737.49,746.85,744.521,752.5,0.4267,0.559,0.017
"04-Mar-2013",737.49,746.74,744.457,752.5,0.4216,0.55,0.016
"05-Mar-2013",737.48,746.61,744.376,752.5,0.4152,0.539,0.016
"06-Mar-2013",737.45,746.48,744.299,752.5,0.4107,0.528,0.015
"07-Mar-2013",737.4,746.36,744.238,752.5,0.4068,0.518,0.013
"08-Mar-2013",737.34,746.23,744.2,752.5,0.403,0.508,0.011
"09-Mar-2013",737.29,746.1,744.141,752.5,0.3989,0.498,0.009
"10-Mar-2013",737.26,746.04,744.081,752.5,0.3948,0.493,0.009
"11-Mar-2013",737.24,745.99,744.016,752.5,0.3905,0.488,0.008
"12-Mar-2013",737.21,745.94,743.963,752.5,0.3865,0.483,0.007
"13-Mar-2013",737.19,745.89,743.91,752.5,0.383,0.48,0.006
"14-Mar-2013",737.16,745.88,743.853,752.5,0.379,0.48,0.005
"15-Mar-2013",737.14,745.87,743.77,752.5,0.373,0.479,0.004
"16-Mar-2013",737.12,745.85,743.737,752.5,0.3694,0.478,0.004
"17-Mar-2013",737.09,745.84,743.659,752.5,0.3651,0.477,0.003
"18-Mar-2013",737.07,745.83,743.59,752.5,0.3601,0.476,0.002
"19-Mar-2013",737.04,745.81,743.515,752.5,0.355,0.475,0.001
"20-Mar-2013",737.01,745.8,743.415,752.5,0.3489,0.474,0
"21-Mar-2013",736.96,745.79,743.292,752.5,0.3429,0.473,0
"22-Mar-2013",736.91,745.75,743.208,752.5,0.3385,0.47,0
