Dates,Current Year Level (m),Last Year Level (m),Last 10 Year Average Level (m),Full Reservoir Level (m),Last 10 Year Average Storage (BCM),Last Year Storage (BCM),Current Year Storage (BCM)
"23-Mar-2013",736.85,745.61,743.088,752.5,0.3322,0.459,0
"24-Mar-2013",736.8,745.47,742.964,752.5,0.3263,0.448,0
"25-Mar-2013",736.77,745.31,742.863,752.5,0.3207,0.436,0
"26-Mar-2013",736.74,745.15,742.759,752.5,0.3146,0.424,0
"27-Mar-2013",736.71,744.99,742.658,752.5,0.3073,0.412,0
"28-Mar-2013",736.68,744.83,742.554,752.5,0.3023,0.401,0
"29-Mar-2013",736.65,744.67,742.453,752.5,0.2968,0.39,0
"30-Mar-2013",736.62,744.52,742.3,752.5,0.2912,0.379,0
"31-Mar-2013",736.59,744.31,742.249,752.5,0.2856,0.367,0
"01-Apr-2013",736.52,744.19,742.149,752.5,0.2803,0.356,0
"02-Apr-2013",736.48,744.03,742.071,752.5,0.276,0.345,0
"03-Apr-2013",736.42,743.86,742.013,752.5,0.2714,0.333,0
"04-Apr-2013",736.36,743.69,741.892,752.5,0.2647,0.322,0
"05-Apr-2013",736.29,743.52,741.801,752.5,0.26,0.311,0
"06-Apr-2013",736.25,743.35,741.708,752.5,0.2543,0.3,0
"07-Apr-2013",736.22,743.17,741.612,752.5,0.2485,0.289,0
"08-Apr-2013",736.19,743,741.517,752.5,0.2429,0.279,0
"09-Apr-2013",736.16,742.83,741.438,752.5,0.2379,0.268,0
"10-Apr-2013",736.13,742.66,741.377,752.5,0.2343,0.258,0
"11-Apr-2013",736.09,742.5,740.921,752.5,0.2312,0.249,0
"12-Apr-2013",736.06,742.36,741.259,752.5,0.2278,0.241,0
"13-Apr-2013",736.02,742.22,741.201,752.5,0.2246,0.233,0
"14-Apr-2013",735.99,742.08,741.149,752.5,0.2219,0.225,0
"15-Apr-2013",735.94,741.94,741.095,752.5,0.2189,0.217,0
"16-Apr-2013",735.87,741.91,741.05,752.5,0.2161,0.209,0
"17-Apr-2013",735.81,741.67,740.977,752.5,0.2133,0.202,0
"18-Apr-2013",735.78,741.55,740.92,752.5,0.2105,0.195,0
"19-Apr-2013",735.74,741.45,740.843,752.5,0.206,0.19,0
"20-Apr-2013",735.69,741.4,740.751,752.5,0.2032,0.187,0
"21-Apr-2013",735.63,741.37,740.676,752.5,0.1996,0.186,0
"22-Apr-2013",735.58,741.35,740.598,752.5,0.1963,0.185,0
"23-Apr-2013",735.53,741.33,740.536,752.5,0.194,0.184,0
"24-Apr-2013",735.44,741.3,740.482,752.5,0.192,0.182,0
"25-Apr-2013",735.34,741.28,740.466,752.5,0.1904,0.181,0
"26-Apr-2013",735.24,741.28,740.457,752.5,0.1887,0.181,0
"27-Apr-2013",735.14,741.31,740.416,752.5,0.1871,0.183,0
"28-Apr-2013",735.03,741.31,740.392,752.5,0.1862,0.183,0
"29-Apr-2013",734.97,741.31,740.383,752.5,0.1861,0.183,0
"30-Apr-2013",734.93,741.31,740.379,752.5,0.1862,0.183,0
"01-May-2013",734.89,741.5,740.299,752.5,0.1835,0.193,0
"02-May-2013",734.86,741.53,740.31,752.5,0.1814,0.194,0
"03-May-2013",734.82,741.56,740.174,752.5,0.1792,0.196,0
"04-May-2013",734.78,741.58,740.079,752.5,0.1757,0.197,0
"05-May-2013",734.7,741.59,740.076,752.5,0.1733,0.197,0
"06-May-2013",734.6,741.59,740.009,752.5,0.1703,0.197,0
"07-May-2013",734.51,741.44,739.877,752.5,0.1669,0.19,0
"08-May-2013",734.4,741.27,739.761,752.5,0.1625,0.18,0
"09-May-2013",734.3,741.05,739.595,752.5,0.1579,0.17,0
"10-May-2013",734.2,740.83,739.556,752.5,0.1533,0.158,0
"11-May-2013",734.11,740.63,739.473,752.5,0.1488,0.147,0
"12-May-2013",734.01,740.38,739.39,752.5,0.1448,0.136,0
"13-May-2013",733.91,740.17,739.322,752.5,0.1409,0.126,0
"14-May-2013",734,739.97,739.25,752.5,0.1375,0.117,0
"15-May-2013",734.1,739.77,739.177,752.5,0.1334,0.108,0
"16-May-2013",734.14,739.58,739.218,752.5,0.1296,0.1,0
"17-May-2013",734.14,739.35,739.151,752.5,0.1261,0.089,0
"18-May-2013",734.09,739.35,739.126,752.5,0.1239,0.089,0
"19-May-2013",734.03,739.36,738.95,752.5,0.121,0.09,0
"20-May-2013",734.18,739.37,738.947,752.5,0.1197,0.09,0
"21-May-2013",734.52,739.28,738.946,752.5,0.1175,0.086,0
"22-May-2013",734.74,739.08,738.918,752.5,0.1142,0.078,0
"23-May-2013",734.79,738.87,738.872,752.5,0.111,0.07,0
"24-May-2013",734.76,738.66,738.811,752.5,0.1083,0.061,0
"25-May-2013",734.73,738.42,738.717,752.5,0.1045,0.051,0
"26-May-2013",734.7,738.17,738.662,752.5,0.1024,0.041,0
"27-May-2013",734.67,737.9,738.582,752.5,0.098,0.031,0
"28-May-2013",734.62,737.62,738.517,752.5,0.0952,0.021,0
"29-May-2013",734.55,737.34,738.442,752.5,0.0925,0.011,0
"30-May-2013",734.46,737.07,738.378,752.5,0.0903,0.002,0
"31-May-2013",734.39,736.8,738.44,752.5,0.0941,0,0
"01-Jun-2013",734.31,736.63,738.532,752.5,0.0999,0,0
"02-Jun-2013",734.25,736.47,738.604,752.5,0.1048,0,0
"03-Jun-2013",734.19,736.47,738.642,752.5,0.1084,0,0
"04-Jun-2013",734.14,736.48,738.57,752.5,0.1108,0,0
"05-Jun-2013",734.08,736.47,738.713,752.5,0.1127,0,0
"06-Jun-2013",734.03,736.47,738.738,752.5,0.1141,0,0
"07-Jun-2013",733.97,736.48,738.739,752.5,0.1152,0,0
"08-Jun-2013",733.9,736.48,738.755,752.5,0.1163,0,0
"09-Jun-2013",733.83,736.48,738.743,752.5,0.1161,0,0
"10-Jun-2013",733.77,736.48,738.729,752.5,0.1155,0,0
"11-Jun-2013",733.7,736.48,738.799,752.5,0.1172,0,0
"12-Jun-2013",733.64,736.49,738.9,752.5,0.1196,0,0
"13-Jun-2013",733.6,736.5,738.889,752.5,0.1217,0,0
"14-Jun-2013",733.71,736.5,738.995,752.5,0.1259,0,0
"15-Jun-2013",734.27,736.5,739.068,752.5,0.1298,0,0
"16-Jun-2013",734.58,736.5,739.194,752.5,0.135,0,0
"17-Jun-2013",735.19,736.5,739.376,752.5,0.1431,0,0
"18-Jun-2013",736.1,736.51,739.592,752.5,0.1502,0,0
"19-Jun-2013",736.89,736.52,739.776,752.5,0.1574,0,0
"20-Jun-2013",737.69,736.55,739.97,752.5,0.1677,0,0.024
"21-Jun-2013",738.11,736.57,740.089,752.5,0.174,0,0.039
"22-Jun-2013",738.45,736.62,739.971,752.5,0.1784,0,0.052
"23-Jun-2013",738.68,736.7,740.369,752.5,0.1838,0,0.061
"24-Jun-2013",738.78,736.77,740.513,752.5,0.1886,0,0.066
"25-Jun-2013",738.83,736.86,740.966,752.5,0.199,0,0.068
"26-Jun-2013",739.11,736.97,741.192,752.5,0.2082,0,0.079
"27-Jun-2013",740.09,737.08,741.425,752.5,0.219,0.002,0.123
"28-Jun-2013",741.15,737.18,741.609,752.5,0.229,0.006,0.175
"29-Jun-2013",741.86,737.32,741.768,752.5,0.2375,0.01,0.212
"30-Jun-2013",742.17,737.46,741.914,752.5,0.2474,0.015,0.23
"01-Jul-2013",742.29,737.47,742.147,752.5,0.2584,0.016,0.236
"02-Jul-2013",742.35,737.24,742.271,752.5,0.2726,0.008,0.24
"03-Jul-2013",742.46,737.05,742.588,752.5,0.2914,0.001,0.246
"04-Jul-2013",742.9,736.95,742.89,752.5,0.3158,0,0.273
"05-Jul-2013",744.03,737.47,743.543,752.5,0.3512,0.016,0.345
"06-Jul-2013",745.42,738.02,744.024,752.5,0.3845,0.036,0.445
"07-Jul-2013",746.5,738.39,744.474,752.5,0.4137,0.05,0.53
"08-Jul-2013",747.22,738.43,744.671,752.5,0.4338,0.052,0.592
"09-Jul-2013",747.64,738.39,744.965,752.5,0.4529,0.05,0.629
"10-Jul-2013",747.91,738.28,745.161,752.5,0.4708,0.046,0.654
"11-Jul-2013",748.05,738.17,745.327,752.5,0.5003,0.042,0.779
"12-Jul-2013",748.05,738.09,745.499,752.5,0.5048,0.038,0.667
"13-Jul-2013",748.47,738.01,745.602,752.5,0.5156,0.035,0.707
"14-Jul-2013",748.8,737.93,745.685,752.5,0.5248,0.032,0.739
"15-Jul-2013",749.05,737.87,745.785,752.5,0.5367,0.03,0.765
"16-Jul-2013",749.11,737.81,745.804,752.5,0.5436,0.028,0.771
"17-Jul-2013",749.15,737.75,746.012,752.5,0.5585,0.026,0.775
"18-Jul-2013",749.25,737.69,746.211,752.5,0.575,0.024,0.785
"19-Jul-2013",749.37,737.65,746.508,752.5,0.5962,0.022,0.797
"20-Jul-2013",749.8,737.61,746.784,752.5,0.6249,0.021,0.842
"21-Jul-2013",750.67,737.56,746.97,752.5,0.6462,0.019,0.939
"22-Jul-2013",751.4,737.5,747.096,752.5,0.661,0.017,1.025
"23-Jul-2013",751.99,737.45,747.318,752.5,0.6832,0.015,1.097
"24-Jul-2013",752.28,737.42,747.408,752.5,0.6932,0.014,1.135
"25-Jul-2013",752.33,737.4,747.504,752.5,0.7006,0.013,1.141
"26-Jul-2013",752.19,737.38,747.622,752.5,0.7092,0.013,1.124
"27-Jul-2013",752.03,737.36,747.773,752.5,0.7216,0.012,1.103
"28-Jul-2013",751.89,737.34,747.927,752.5,0.7343,0.011,1.085
"29-Jul-2013",751.97,737.4,748.13,752.5,0.7513,0.013,1.096
"30-Jul-2013",752.13,737.54,748.44,752.5,0.7766,0.018,1.116
"31-Jul-2013",752.31,737.81,748.809,752.5,0.8038,0.028,1.139
"01-Aug-2013",752.5,738.05,748.957,752.5,0.8253,0.037,1.163
"02-Aug-2013",752.22,738.23,749.129,752.5,0.8351,0.044,1.128
"03-Aug-2013",752.31,738.42,749.202,752.5,0.8403,0.051,1.139
"04-Aug-2013",752.25,738.55,749.304,752.5,0.8491,0.056,1.13
"05-Aug-2013",752.03,738.65,749.49,752.5,0.8661,0.06,1.103
"06-Aug-2013",752.08,738.74,749.745,752.5,0.8921,0.064,1.109
"07-Aug-2013",752.16,739.21,750.017,752.5,0.9196,0.083,1.12
"08-Aug-2013",752.38,740.83,750.318,752.5,0.9419,0.158,1.147
"09-Aug-2013",752.49,741.81,750.484,752.5,0.9566,0.215,1.162
"10-Aug-2013",752.46,742.79,750.624,752.5,0.9659,0.272,1.158
"11-Aug-2013",752.5,743.78,750.723,752.5,0.9716,0.328,1.163
"12-Aug-2013",752.5,744.33,750.898,752.5,0.9909,0.365,1.163
"13-Aug-2013",752.5,744.79,751.02,752.5,1.0037,0.398,1.163
"14-Aug-2013",752.5,745.28,751.112,752.5,0.986,0.434,1.163
"15-Aug-2013",752.5,745.6,751.165,752.5,0.9911,0.458,1.163
"16-Aug-2013",752.5,745.8,751.2,752.5,0.995,0.474,1.163
"17-Aug-2013",752.49,745.93,751.232,752.5,0.9982,0.484,1.162
"18-Aug-2013",752.47,745.91,751.236,752.5,0.9996,0.482,1.16
"19-Aug-2013",752.44,745.85,751.246,752.5,1.0011,0.477,1.155
"20-Aug-2013",752.38,745.79,751.245,752.5,1.0275,0.473,1.147
"21-Aug-2013",752.33,745.73,751.244,752.5,1.0276,0.468,1.142
"22-Aug-2013",752.36,745.65,751.24,752.5,1.0273,0.462,1.145
"23-Aug-2013",752.43,745.54,751.236,752.5,1.0271,0.453,1.154
"24-Aug-2013",752.48,745.48,751.23,752.5,1.0267,0.449,1.16
"25-Aug-2013",752.5,745.43,751.212,752.5,1.0265,0.445,1.163
"26-Aug-2013",752.5,745.36,751.214,752.5,1.0265,0.44,1.163
"27-Aug-2013",752.49,745.31,751.225,752.5,1.0255,0.436,1.162
"28-Aug-2013",752.46,745.35,751.234,752.5,1.0274,0.439,1.158
"29-Aug-2013",752.41,745.4,751.232,752.5,1.0254,0.443,1.152
"30-Aug-2013",752.35,745.44,751.219,752.5,1.0234,0.447,1.143
"31-Aug-2013",752.29,745.66,751.236,752.5,1.0242,0.463,1.135
"01-Sep-2013",752.16,745.96,751.28,752.5,1.0279,0.487,1.12
"02-Sep-2013",752.1,746.24,751.321,752.5,1.0303,0.508,1.111
"03-Sep-2013",752.05,746.5,751.333,752.5,1.0304,0.53,1.105
"04-Sep-2013",752.03,746.77,751.352,752.5,1.0318,0.552,1.103
"05-Sep-2013",751.97,747.1,751.369,752.5,1.0328,0.581,1.096
"06-Sep-2013",751.93,747.41,751.388,752.5,1.0338,0.608,1.091
"07-Sep-2013",751.89,747.61,751.399,752.5,1.0347,0.626,1.085
"08-Sep-2013",751.84,747.61,751.402,752.5,1.035,0.626,1.08
"09-Sep-2013",751.87,747.61,751.404,752.5,1.0347,0.626,1.083
"10-Sep-2013",751.9,747.61,751.415,752.5,1.0363,0.626,1.086
"11-Sep-2013",751.88,748.04,751.461,752.5,1.0417,0.666,1.084
"12-Sep-2013",751.83,748.1,751.478,752.5,1.0423,0.672,1.078
"13-Sep-2013",751.87,748.14,751.493,752.5,1.0437,0.675,1.083
"14-Sep-2013",751.94,748.17,751.502,752.5,1.043,0.678,1.092
"15-Sep-2013",751.96,748.18,751.49,752.5,1.043,0.679,1.094
"16-Sep-2013",751.944,748.18,751.4864,752.5,1.0424,0.678,1.092
"17-Sep-2013",751.91,748.17,751.483,752.5,1.0421,0.678,1.088
"18-Sep-2013",751.9,748.16,751.49,752.5,1.043,0.677,1.086
"19-Sep-2013",751.92,748.14,751.5,752.5,1.044,0.675,1.089
"20-Sep-2013",752.03,748.13,751.514,752.5,1.0461,0.674,1.103
"21-Sep-2013",752.2,748.13,751.523,752.5,1.0476,0.675,1.125
"22-Sep-2013",752.45,748.11,751.536,752.5,1.0494,0.673,1.157
"23-Sep-2013",752.5,748.09,751.545,752.5,1.0495,0.67,1.163
"24-Sep-2013",752.5,748.04,751.528,752.5,1.0484,0.666,1.163
"25-Sep-2013",752.5,747.99,751.529,752.5,1.0458,0.661,1.163
"26-Sep-2013",752.47,747.94,751.523,752.5,1.0472,0.656,1.16
"27-Sep-2013",752.45,747.88,751.503,752.5,1.0449,0.651,1.157
"28-Sep-2013",752.41,747.85,751.476,752.5,1.0416,0.648,1.151
"29-Sep-2013",752.35,747.86,751.445,752.5,1.0376,0.649,1.144
"30-Sep-2013",752.29,747.84,751.402,752.5,1.0326,0.647,1.136
"01-Oct-2013",752.24,747.77,751.347,752.5,1.0255,0.64,1.13
"02-Oct-2013",752.21,747.7,751.319,752.5,1.0205,0.634,1.126
"03-Oct-2013",752.19,747.62,751.283,752.5,1.0184,0.627,1.123
"04-Oct-2013",752.16,747.62,751.285,752.5,1.0183,0.627,1.12
"05-Oct-2013",752.13,747.62,751.278,752.5,1.0172,0.627,1.116
"06-Oct-2013",752.09,747.01,751.2,752.5,1.01,0.573,1.111
"07-Oct-2013",752.04,746.71,751.152,752.5,1.0049,0.547,1.104
"08-Oct-2013",752,746.52,751.12,752.5,1.0023,0.532,1.099
"09-Oct-2013",751.99,746.43,751.099,752.5,1.0003,0.526,1.097
"10-Oct-2013",751.98,746.49,751.105,752.5,1.001,0.529,1.097
"11-Oct-2013",751.98,746.48,751.103,752.5,1.0007,0.528,1.097
"12-Oct-2013",751.96,746.46,751.097,752.5,1,0.527,1.094
"13-Oct-2013",751.91,746.43,751.093,752.5,0.9993,0.524,1.088
"14-Oct-2013",751.86,746.45,751.129,752.5,1.0034,0.526,1.082
"15-Oct-2013",751.81,746.63,751.149,752.5,1.0067,0.54,1.076
"16-Oct-2013",751.79,746.81,751.198,752.5,1.0111,0.556,1.073
"17-Oct-2013",751.76,747,751.232,752.5,1.0144,0.572,1.069
"18-Oct-2013",751.74,747.14,751.263,752.5,1.0172,0.584,1.067
"19-Oct-2013",751.743,747.22,751.2963,752.5,1.0216,0.592,1.067
"20-Oct-2013",751.774,747.29,751.3274,752.5,1.0254,0.598,1.071
"21-Oct-2013",751.932,747.37,751.3612,752.5,1.0291,0.605,1.091
"22-Oct-2013",752.021,747.44,751.3711,752.5,1.0301,0.611,1.102
"23-Oct-2013",752.027,747.5,751.3657,752.5,1.0295,0.617,1.103
"24-Oct-2013",752.027,747.55,751.3697,752.5,1.0298,0.621,1.103
"25-Oct-2013",752.027,747.53,751.3517,752.5,1.0281,0.619,1.103
"26-Oct-2013",752.024,747.48,751.3554,752.5,1.0288,0.614,1.102
"27-Oct-2013",752.008,747.41,751.3238,752.5,1.0265,0.608,1.1
"28-Oct-2013",751.975,747.31,751.3095,752.5,1.0247,0.599,1.096
"29-Oct-2013",751.944,747.2,751.2864,752.5,1.0208,0.59,1.092
"30-Oct-2013",751.905,747.2,751.2655,752.5,1.0189,0.59,1.087
"31-Oct-2013",751.856,747,751.2556,752.5,1.0183,0.57,1.081
"01-Nov-2013",751.813,746.64,751.1943,752.5,1.0151,0.568,1.076
"02-Nov-2013",751.764,747.01,751.2154,752.5,1.0137,0.573,1.07
"03-Nov-2013",751.704,747.11,751.2184,752.5,1.0138,0.582,1.062
"04-Nov-2013",751.646,747.19,751.2406,752.5,1.0154,0.588,1.055
"05-Nov-2013",751.594,747.24,751.2204,752.5,1.0137,0.594,1.049
"06-Nov-2013",751.542,747.29,751.2042,752.5,1.0118,0.598,1.042
"07-Nov-2013",751.49,747.3,751.174,752.5,1.0078,0.599,1.036
"08-Nov-2013",751.429,747.3,751.1739,752.5,1.0078,0.599,1.029
"09-Nov-2013",751.371,747.3,751.1711,752.5,1.0071,0.599,1.022
"10-Nov-2013",751.307,747.14,751.1557,752.5,1.0055,0.584,1.014
"11-Nov-2013",751.24,746.94,751.103,752.5,1.0018,0.577,1.006
"12-Nov-2013",751.155,746.59,751.0355,752.5,0.998,0.57,0.996
"13-Nov-2013",751.1,746.48,750.993,752.5,0.9944,0.562,0.989
"14-Nov-2013",751.036,746.4,750.9586,752.5,0.988,0.555,0.982
"15-Nov-2013",750.984,746.31,750.9264,752.5,0.984,0.548,0.976
"16-Nov-2013",750.92,746.26,750.875,752.5,0.9786,0.538,0.968
"17-Nov-2013",750.856,746.16,750.8236,752.5,0.9726,0.528,0.961
"18-Nov-2013",750.801,746.06,750.7201,752.5,0.9672,0.518,0.954
"19-Nov-2013",750.765,746.04,750.6865,752.5,0.9619,0.508,0.95
"20-Nov-2013",750.731,746,750.6431,752.5,0.9561,0.498,0.946
"21-Nov-2013",750.685,745.98,750.6475,752.5,0.9501,0.488,0.941
"22-Nov-2013",750.631,745.98,750.6071,752.5,0.9458,0.488,0.935
"23-Nov-2013",750.579,745.98,750.5709,752.5,0.9418,0.488,0.929
"24-Nov-2013",750.618,745.58,750.5088,752.5,0.9357,0.456,0.933
"25-Nov-2013",750.777,745.45,750.4887,752.5,0.934,0.447,0.952
"26-Nov-2013",750.838,745.34,750.4588,752.5,0.9311,0.438,0.959
"27-Nov-2013",750.841,745.24,750.4231,752.5,0.9277,0.431,0.959
"28-Nov-2013",750.826,745.15,750.3916,752.5,0.9241,0.424,0.957
"29-Nov-2013",750.801,745.05,750.3521,752.5,0.9211,0.417,0.954
"30-Nov-2013",750.786,744.94,750.3446,752.5,0.9192,0.409,0.953
"01-Dec-2013",750.762,744.83,750.3082,752.5,0.9166,0.401,0.95
"02-Dec-2013",750.731,744.71,750.2751,752.5,0.9131,0.392,0.946
"03-Dec-2013",750.704,744.58,750.2334,752.5,0.9088,0.383,0.943
"04-Dec-2013",750.673,744.45,750.1913,752.5,0.9045,0.373,0.94
"05-Dec-2013",750.655,744.35,750.1545,752.5,0.9013,0.367,0.938
"06-Dec-2013",750.625,744.26,750.1315,752.5,0.8976,0.361,0.934
"07-Dec-2013",750.594,744.08,750.0764,752.5,0.8935,0.348,0.931
"08-Dec-2013",750.564,743.57,750.0004,752.5,0.8873,0.314,0.927
"09-Dec-2013",750.536,743.02,749.9206,752.5,0.8812,0.28,0.924
"10-Dec-2013",750.509,742.67,749.8659,752.5,0.8765,0.259,0.921
"11-Dec-2013",750.481,742.5,749.8271,752.5,0.8732,0.249,0.918
"12-Dec-2013",750.448,742.37,749.7828,752.5,0.8695,0.241,0.914
"13-Dec-2013",750.408,742.22,749.7388,752.5,0.865,0.233,0.909
"14-Dec-2013",750.402,742.07,749.6962,752.5,0.8609,0.224,0.909
"15-Dec-2013",750.393,741.93,749.6543,752.5,0.8573,0.216,0.908
"16-Dec-2013",750.365,741.79,749.6075,752.5,0.853,0.208,0.905
"17-Dec-2013",750.335,741.64,749.5595,752.5,0.8484,0.2,0.901
"18-Dec-2013",750.314,741.5,749.4684,752.5,0.844,0.193,0.899
"19-Dec-2013",750.283,741.37,749.4543,752.5,0.8398,0.186,0.896
"20-Dec-2013",750.253,741.37,749.4413,752.5,0.8371,0.186,0.892
"21-Dec-2013",750.25,741.37,749.417,752.5,0.8352,0.186,0.892
"22-Dec-2013",750.244,740.98,749.3594,752.5,0.8308,0.166,0.891
"23-Dec-2013",750.204,740.86,749.3214,752.5,0.8278,0.16,0.887
"24-Dec-2013",750.161,740.73,749.3061,752.5,0.8246,0.153,0.882
"25-Dec-2013",750.1,740.61,749.226,752.5,0.8213,0.147,0.875
"26-Dec-2013",750.036,740.49,749.2186,752.5,0.8185,0.141,0.868
"27-Dec-2013",749.984,740.37,749.1834,752.5,0.8156,0.136,0.863
"28-Dec-2013",749.954,740.25,749.1524,752.5,0.8126,0.13,0.859
"29-Dec-2013",749.939,740.25,749.1499,752.5,0.8113,0.13,0.858
"30-Dec-2013",749.93,740.25,749.128,752.5,0.8108,0.13,0.857
"31-Dec-2013",749.923,740.25,749.0963,752.5,0.8108,0.13,0.856
"01-Jan-2014",749.917,739.7,749.0947,752.5,0.8098,0.105,0.855
"02-Jan-2014",749.908,739.74,749.1088,752.5,0.8114,0.106,0.854
"03-Jan-2014",749.899,739.75,749.1109,752.5,0.8131,0.107,0.854
"04-Jan-2014",749.893,739.78,749.1413,752.5,0.8136,0.108,0.853
"05-Jan-2014",749.89,739.79,749.126,752.5,0.8132,0.109,0.853
"06-Jan-2014",749.887,739.8,749.1217,752.5,0.8131,0.11,0.852
"07-Jan-2014",749.89,739.82,749.071,752.5,0.8123,0.11,0.853
"08-Jan-2014",749.896,739.83,749.1066,752.5,0.8114,0.111,0.853
"09-Jan-2014",749.908,739.85,749.0908,752.5,0.8097,0.111,0.854
"10-Jan-2014",749.923,739.86,749.0713,752.5,0.8078,0.112,0.856
"11-Jan-2014",749.911,739.87,749.0481,752.5,0.8052,0.112,0.855
"12-Jan-2014",749.856,739.78,748.9966,752.5,0.7996,0.109,0.849
"13-Jan-2014",749.795,739.59,748.8835,752.5,0.7898,0.1,0.842
"14-Jan-2014",749.735,739.4,748.8105,752.5,0.7838,0.092,0.842
"15-Jan-2014",749.658,739.31,748.7368,752.5,0.7871,0.088,0.94
"16-Jan-2014",749.567,739.32,748.6727,752.5,0.7803,0.088,0.931
"17-Jan-2014",749.491,739.32,748.6021,752.5,0.7729,0.088,0.923
"18-Jan-2014",749.418,739.32,748.5328,752.5,0.7655,0.088,0.915
"19-Jan-2014",749.344,739.32,748.3884,752.5,0.7582,0.088,0.907
"20-Jan-2014",749.28,739.31,748.401,752.5,0.7519,0.088,0.901
"21-Jan-2014",749.118,739.32,748.3428,752.5,0.7349,0.088,0.783
"22-Jan-2014",749.119,739.32,748.2819,752.5,0.7395,0.088,0.884
"23-Jan-2014",749.037,739.31,748.1887,752.5,0.7334,0.088,0.876
"24-Jan-2014",748.954,739.31,748.1054,752.5,0.7275,0.088,0.867
"25-Jan-2014",748.869,739.31,748.0319,752.5,0.7211,0.088,0.859
"26-Jan-2014",748.793,739.3,747.9703,752.5,0.7141,0.087,0.851
"27-Jan-2014",748.716,739.3,747.9736,752.5,0.7084,0.087,0.844
"28-Jan-2014",748.695,739.3,747.9265,752.5,0.7038,0.087,0.842
"29-Jan-2014",748.695,739.29,747.8785,752.5,0.6993,0.087,0.842
"30-Jan-2014",748.689,739.29,747.8329,752.5,0.6948,0.087,0.841
"31-Jan-2014",748.68,739.29,747.793,752.5,0.6907,0.087,0.84
"01-Feb-2014",748.674,739.28,747.7494,752.5,0.6864,0.086,0.84
"02-Feb-2014",748.665,739.28,747.7045,752.5,0.6821,0.086,0.839
"03-Feb-2014",748.659,739.27,747.6649,752.5,0.6782,0.086,0.838
"04-Feb-2014",748.652,739.27,747.6292,752.5,0.6746,0.086,0.837
"05-Feb-2014",748.646,739.26,747.5856,752.5,0.6706,0.086,0.837
"06-Feb-2014",748.637,739.26,747.5457,752.5,0.667,0.086,0.836
"07-Feb-2014",748.598,739.26,747.4958,752.5,0.6624,0.086,0.832
"08-Feb-2014",748.518,739.25,747.4288,752.5,0.6564,0.085,0.824
"09-Feb-2014",748.43,739.25,747.281,752.5,0.6508,0.085,0.816
"10-Feb-2014",748.339,739.17,747.3019,752.5,0.645,0.082,0.807
"11-Feb-2014",748.244,739.06,747.1744,752.5,0.6394,0.077,0.798
"12-Feb-2014",748.137,738.93,747.1497,752.5,0.6326,0.072,0.788
"13-Feb-2014",748.028,738.77,747.0538,752.5,0.6247,0.065,0.777
"14-Feb-2014",747.915,738.61,746.9515,752.5,0.6159,0.059,0.767
"15-Feb-2014",747.802,738.311,746.8423,752.5,0.6077,0.047,0.756
"16-Feb-2014",747.689,738.17,746.7619,752.5,0.6011,0.042,0.746
"17-Feb-2014",747.802,738.08,746.6752,752.5,0.5937,0.038,0.756
"18-Feb-2014",747.458,737.96,746.5498,752.5,0.583,0.034,0.725
"19-Feb-2014",747.336,737.76,746.4376,752.5,0.5751,0.026,0.714
"20-Feb-2014",747.211,737.63,746.3321,752.5,0.565,0.021,0.703
"21-Feb-2014",747.086,737.59,746.2396,752.5,0.5574,0.02,0.692
"22-Feb-2014",746.961,737.57,746.1441,752.5,0.5493,0.019,0.682
"23-Feb-2014",746.833,737.56,745.9623,752.5,0.5405,0.019,0.671
"24-Feb-2014",746.705,737.55,745.9415,752.5,0.5321,0.018,0.66
"25-Feb-2014",746.653,737.54,745.8513,752.5,0.5245,0.018,0.655
"26-Feb-2014",746.635,737.53,745.7745,752.5,0.5182,0.018,0.654
"27-Feb-2014",746.62,737.52,745.705,752.5,0.5128,0.018,0.652
"28-Feb-2014",746.595,737.52,745.6365,752.5,0.5075,0.017,0.651
"01-Mar-2014",746.583,737.51,745.5483,752.5,0.5001,0.017,0.65
"02-Mar-2014",746.571,737.5,745.4791,752.5,0.4944,0.017,0.649
"03-Mar-2014",746.558,737.49,745.4208,752.5,0.4895,0.017,0.647
"04-Mar-2014",746.546,737.49,745.3596,752.5,0.4844,0.016,0.646
"05-Mar-2014",746.534,737.48,745.2784,752.5,0.478,0.016,0.645
"06-Mar-2014",746.522,737.45,745.2032,752.5,0.4735,0.015,0.644
"07-Mar-2014",746.51,737.4,745.145,752.5,0.4696,0.013,0.643
"08-Mar-2014",746.501,737.34,745.1061,752.5,0.4658,0.011,0.643
"09-Mar-2014",746.488,737.29,745.0478,752.5,0.4617,0.009,0.642
"10-Mar-2014",746.476,737.26,744.9896,752.5,0.4576,0.009,0.641
"11-Mar-2014",746.464,737.24,744.9264,752.5,0.4533,0.008,0.64
"12-Mar-2014",746.415,737.21,744.8695,752.5,0.449,0.007,0.636
"13-Mar-2014",746.312,737.19,744.8082,752.5,0.4446,0.006,0.627
"14-Mar-2014",746.193,737.16,744.7403,752.5,0.4398,0.005,0.618
"15-Mar-2014",746.056,737.14,744.6456,752.5,0.4327,0.004,0.607
"16-Mar-2014",745.918,737.12,744.5998,752.5,0.4281,0.004,0.596
"17-Mar-2014",745.778,737.09,744.5098,752.5,0.4227,0.003,0.585
"18-Mar-2014",745.635,737.07,744.4275,752.5,0.4167,0.002,0.574
"19-Mar-2014",745.486,737.04,744.3366,752.5,0.4104,0.001,0.562
