Rainfall - (MM), Year, Statistics, Longitude, Latitude
13.300000190735, 2007, Dec Average, 76.2856, 11.9573
0.20000000298023, 2008, Jan Average, 76.2856, 11.9573
12, 2008, Feb Average, 76.2856, 11.9573
90.700004577637, 2008, Mar Average, 76.2856, 11.9573
87.300003051758, 2008, Apr Average, 76.2856, 11.9573
42.299999237061, 2008, May Average, 76.2856, 11.9573
265.89999389648, 2008, Jun Average, 76.2856, 11.9573
672.60003662109, 2008, Jul Average, 76.2856, 11.9573
392.60000610352, 2008, Aug Average, 76.2856, 11.9573
237.10000610352, 2008, Sep Average, 76.2856, 11.9573
386, 2008, Oct Average, 76.2856, 11.9573
37.400001525879, 2008, Nov Average, 76.2856, 11.9573
2.5, 2008, Dec Average, 76.2856, 11.9573
0.10000000149012, 2009, Jan Average, 76.2856, 11.9573
0, 2009, Feb Average, 76.2856, 11.9573
29.800001144409, 2009, Mar Average, 76.2856, 11.9573
29.300001144409, 2009, Apr Average, 76.2856, 11.9573
85.400001525879, 2009, May Average, 76.2856, 11.9573
989.70001220703, 2009, Jun Average, 76.2856, 11.9573
342.60000610352, 2009, Jul Average, 76.2856, 11.9573
249, 2009, Aug Average, 76.2856, 11.9573
264.39999389648, 2009, Sep Average, 76.2856, 11.9573
107.70000457764, 2009, Oct Average, 76.2856, 11.9573
192.19999694824, 2009, Nov Average, 76.2856, 11.9573
42.100002288818, 2009, Dec Average, 76.2856, 11.9573
0.5, 2010, Jan Average, 76.2856, 11.9573
1.6000000238419, 2010, Feb Average, 76.2856, 11.9573
2.2000000476837, 2010, Mar Average, 76.2856, 11.9573
118.30000305176, 2010, Apr Average, 76.2856, 11.9573
210.40000915527, 2010, May Average, 76.2856, 11.9573
143.90000915527, 2010, Jun Average, 76.2856, 11.9573
664.40002441406, 2010, Jul Average, 76.2856, 11.9573
243.40000915527, 2010, Aug Average, 76.2856, 11.9573
209.5, 2010, Sep Average, 76.2856, 11.9573
289.20001220703, 2010, Oct Average, 76.2856, 11.9573
168.80000305176, 2010, Nov Average, 76.2856, 11.9573
16, 2010, Dec Average, 76.2856, 11.9573
0.20000000298023, 2011, Jan Average, 76.2856, 11.9573
8.5, 2011, Feb Average, 76.2856, 11.9573
1.8999999761581, 2011, Mar Average, 76.2856, 11.9573
77.200004577637, 2011, Apr Average, 76.2856, 11.9573
70.400001525879, 2011, May Average, 76.2856, 11.9573
234.80000305176, 2011, Jun Average, 76.2856, 11.9573
596.60003662109, 2011, Jul Average, 76.2856, 11.9573
463, 2011, Aug Average, 76.2856, 11.9573
285.80001831055, 2011, Sep Average, 76.2856, 11.9573
172.80000305176, 2011, Oct Average, 76.2856, 11.9573
77.800003051758, 2011, Nov Average, 76.2856, 11.9573
6.9000000953674, 2011, Dec Average, 76.2856, 11.9573
0.20000000298023, 2012, Jan Average, 76.2856, 11.9573
6.5999999046326, 2012, Feb Average, 76.2856, 11.9573
1.8000000715256, 2012, Mar Average, 76.2856, 11.9573
65.300003051758, 2012, Apr Average, 76.2856, 11.9573
61.700000762939, 2012, May Average, 76.2856, 11.9573
134.10000610352, 2012, Jun Average, 76.2856, 11.9573
343.20001220703, 2012, Jul Average, 76.2856, 11.9573
368.89999389648, 2012, Aug Average, 76.2856, 11.9573
131.30000305176, 2012, Sep Average, 76.2856, 11.9573
109.09999847412, 2012, Oct Average, 76.2856, 11.9573
111.20000457764, 2012, Nov Average, 76.2856, 11.9573
9.5, 2012, Dec Average, 76.2856, 11.9573
0.10000000149012, 2013, Jan Average, 76.2856, 11.9573
4.8000001907349, 2013, Feb Average, 76.2856, 11.9573
21.200000762939, 2013, Mar Average, 76.2856, 11.9573
8.8000001907349, 2013, Apr Average, 76.2856, 11.9573
173.5, 2013, May Average, 76.2856, 11.9573
